id,label,source,text,pattern_tags,notes
L00614,legit,govt_service,Your a/c ending XXXX1929 is debited by INR 199 on 10/12/2025. Avl bal: INR 52735.,txn|balance,
S00531,scam,crowd_report,Your UPI refund of INR 199 is pending. Enter OTP 943658 to confirm refund: http://tinyurl.com/djerqc,phishing_link|refund_scam|otp_request,
S00783,scam,honeypot,Your UPI refund of INR 12345 is pending. Enter OTP 129495 to confirm refund: http://example.com/ucw012,phishing_link|refund_scam|otp_request,
S00659,scam,honeypot,Someone sent you INR 999. Accept collect request at id35@upi to receive funds.,collect_request,
L00454,legit,payment_app,Your OTP for transaction of INR 5000 at BigBasket is 797581. Do not share it with anyone.,otp,
L00731,legit,payment_app,Your a/c ending XXXX4599 is debited by INR 199 on 22/7/2025. Avl bal: INR 63423.,txn|balance,
L00535,legit,merchant_txn,Your KYC for Gas is completed successfully.,,
L00966,legit,bank_dlt_template,"Dear Customer, your bill of INR 499 for Electricity is due on 26/11/2025. Pay at: http://secure-pay.in/llt5b3",,
S00285,scam,synthetic,Rs 1500 credited. Please refund INR 12479 to confirm identity: http://example.com/3bblrv,phishing_link|refund_scam,
S00740,scam,synthetic,Someone sent you INR 1500. Accept collect request at collect32@upi to receive funds.,collect_request,
L00262,legit,merchant_txn,Your KYC for Mobile is completed successfully.,,
L00536,legit,govt_service,Payment of INR 499 to BigBasket using UPI was successful. Txn ID: NSH8LLRB7D.,reference,
L00969,legit,payment_app,"Dear Customer, your bill of INR 50 for Mobile is due on 26/2/2025. Pay at: http://tinyurl.com/xan3dt",,
L00241,legit,govt_service,Your a/c ending XXXX7987 is debited by INR 199 on 8/2/2025. Avl bal: INR 22906.,txn|balance,
L00820,legit,merchant_txn,Payment of INR 100 to Axis Bank using UPI was successful. Txn ID: AO0JPCE37R.,reference,
L00693,legit,bank_dlt_template,Your ECS mandate for INR 1500 with BookMyShow is registered. Mandate ID: S58DBZQ7IB.,,
L00421,legit,bank_dlt_template,"Alert: A login to your netbanking from new device on 21/3/2025. If not you, call +914867436817.",,
S00086,scam,crowd_report,Bank blocked your account. Call immediate on +916214924605 and share OTP to reactivate.,,
S00999,scam,news_sample,This is Support from SBI. Send me the OTP you received to approve payment.,,
L00366,legit,govt_service,"Alert: A login to your netbanking from new device on 5/7/2025. If not you, call +915160553692.",,
S00023,scam,honeypot,This is Admin from BigBasket. Send me the OTP you received to approve payment.,,
S00241,scam,honeypot,Your payment failed. Retry here: http://refund-now.in/pockvt and enter the OTP to complete.,phishing_link|refund_scam|otp_request,
L00589,legit,bank_dlt_template,Your a/c ending XXXX3247 is debited by INR 1500 on 4/1/2025. Avl bal: INR 47152.,txn|balance,
L00737,legit,bank_dlt_template,Your a/c ending XXXX1183 is debited by INR 999 on 18/1/2025. Avl bal: INR 57636.,txn|balance,
S00762,scam,honeypot,Rs 199 credited. Please refund INR 456 to confirm identity: http://refund-now.in/yu3fp3,phishing_link|refund_scam,
L00942,legit,payment_app,Payment of INR 199 to ICICI using UPI was successful. Txn ID: 1R505S34CG.,reference,
L00072,legit,govt_service,Your OTP for transaction of INR 250 at PaytmMall is 457311. Do not share it with anyone.,otp,
S00408,scam,honeypot,This is CustomerCare from BookMyShow. Send me the OTP you received to approve payment.,,
L00260,legit,govt_service,"Alert: A login to your netbanking from new device on 18/8/2025. If not you, call +910413526928.",,
L00052,legit,bank_dlt_template,Txn of INR 50 to Priya is successful. Ref: CFHQCW76XA.,reference,
L00199,legit,merchant_txn,"Dear Customer, your bill of INR 5000 for Internet is due on 13/1/2025. Pay at: http://secure-pay.in/kv5ymq",,
S00789,scam,honeypot,Bank blocked your account. Call immediate on +910369618001 and share OTP to reactivate.,,
L00651,legit,merchant_txn,"Alert: A login to your netbanking from new device on 9/7/2025. If not you, call +918471868687.",,
L00333,legit,govt_service,Your a/c ending XXXX7719 is debited by INR 12345 on 8/1/2025. Avl bal: INR 42761.,txn|balance,
S00360,scam,honeypot,Pay INR 1500 as token to release your prize. Pay here: http://example.com/g3v2e4,phishing_link,
L00594,legit,bank_dlt_template,Payment of INR 1500 to Axis Bank using UPI was successful. Txn ID: H7JAJLTUV6.,reference,
S00392,scam,news_sample,Install this app http://refund-now.in/g3ufln to get a refund from PaytmMall.,phishing_link|refund_scam,
S00801,scam,crowd_report,This is CustomerCare from Zomato. Send me the OTP you received to approve payment.,,
S00315,scam,crowd_report,Someone sent you INR 1500. Accept collect request at id55@upi to receive funds.,collect_request,
S00112,scam,news_sample,Congrats! You've won cashback INR 250. Click http://bit.ly/jdgi2y to claim now.,phishing_link,
S00007,scam,honeypot,Your payment failed. Retry here: http://bit.ly/rvz3gj and enter the OTP to complete.,phishing_link,
S00327,scam,honeypot,Rs 100 credited. Please refund INR 1838 to confirm identity: http://tinyurl.com/hdp5xp,phishing_link|refund_scam,
L00427,legit,bank_dlt_template,Your a/c ending XXXX1960 is debited by INR 12345 on 25/11/2025. Avl bal: INR 91885.,txn|balance,
S00559,scam,honeypot,Bank blocked your account. Call immediate on +918617309971 and share OTP to reactivate.,,
S00294,scam,crowd_report,Install this app http://tinyurl.com/2qc0je to get a refund from BigBasket.,phishing_link|refund_scam,
L00591,legit,merchant_txn,Txn of INR 12345 to Ramesh is successful. Ref: 2G10YC1NE2.,reference,
S00958,scam,news_sample,Congrats! You've won cashback INR 199. Click http://refund-now.in/hs5uyq to claim now.,phishing_link|refund_scam,
S00977,scam,honeypot,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00133,scam,crowd_report,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00986,legit,merchant_txn,Your ECS mandate for INR 100 with Zomato is registered. Mandate ID: 4ZRRP52I7Z.,,
L00399,legit,payment_app,Your a/c ending XXXX2974 is debited by INR 999 on 16/12/2025. Avl bal: INR 86167.,txn|balance,
S00512,scam,synthetic,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00437,legit,bank_dlt_template,Your a/c ending XXXX3117 is debited by INR 250 on 15/6/2025. Avl bal: INR 51674.,txn|balance,
L00193,legit,payment_app,Your account XXXX3390 has been credited with INR 100 by NEFT. Ref: H6A50NOOO0.,txn|reference,
S00436,scam,synthetic,Someone sent you INR 199. Accept collect request at pay50@upi to receive funds.,collect_request,
L00615,legit,govt_service,Your KYC for Electricity is completed successfully.,,
S00494,scam,honeypot,Congrats! You've won cashback INR 499. Click http://secure-pay.in/i2drvw to claim now.,phishing_link,
L00577,legit,govt_service,Your OTP for transaction of INR 12345 at Flipkart is 281917. Do not share it with anyone.,otp,
L00987,legit,bank_dlt_template,Payment of INR 100 to PaytmMall using UPI was successful. Txn ID: WPNHEHERE2.,reference,
S00433,scam,honeypot,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
L00707,legit,payment_app,"Dear Customer, your bill of INR 5000 for Electricity is due on 24/5/2025. Pay at: http://secure-pay.in/cqfxak",,
S00259,scam,news_sample,Someone sent you INR 499. Accept collect request at collect60@upi to receive funds.,collect_request,
L00142,legit,bank_dlt_template,Txn of INR 199 to Priya is successful. Ref: R5SWK8TEMP.,reference,
S00358,scam,crowd_report,Pay INR 999 as token to release your prize. Pay here: http://secure-pay.in/vfhay1,phishing_link,
L00003,legit,payment_app,Your KYC for Mobile is completed successfully.,,
S00222,scam,honeypot,This is Admin from SBI. Send me the OTP you received to approve payment.,,
S00870,scam,crowd_report,Install this app http://tinyurl.com/ev53n2 to get a refund from Amazon.,phishing_link|refund_scam,
S00623,scam,news_sample,Install this app http://refund-now.in/hjaolu to get a refund from BigBasket.,phishing_link|refund_scam,
L00340,legit,govt_service,Your ECS mandate for INR 199 with Axis Bank is registered. Mandate ID: VYB4XZ3MSK.,,
S00770,scam,crowd_report,Bank blocked your account. Call immediate on +915151356297 and share OTP to reactivate.,,
S00537,scam,honeypot,This is CustomerCare from Zomato. Send me the OTP you received to approve payment.,,
L00484,legit,payment_app,Txn of INR 5000 to Rahul is successful. Ref: EV1RDNF4X1.,reference,
L00266,legit,govt_service,Your KYC for Gas is completed successfully.,,
L00377,legit,bank_dlt_template,Txn of INR 999 to Asha is successful. Ref: W8EVRC0ERJ.,reference,
L00742,legit,payment_app,Your KYC for Gas is completed successfully.,,
S00014,scam,news_sample,Your UPI refund of INR 499 is pending. Enter OTP 991145 to confirm refund: http://secure-pay.in/tt3pkm,phishing_link|refund_scam|otp_request,
L00440,legit,govt_service,Your ECS mandate for INR 50 with SBI is registered. Mandate ID: FRV1L6CKNC.,,
L00272,legit,payment_app,Your account XXXX8965 has been credited with INR 5000 by NEFT. Ref: MMPQ0HZYJB.,txn|reference,
L00185,legit,merchant_txn,You have received INR 5000 from Asha into your UPI ID id59@upi.,,
L00940,legit,govt_service,Your a/c ending XXXX2295 is debited by INR 499 on 18/8/2025. Avl bal: INR 78684.,txn|balance,
L00245,legit,bank_dlt_template,Your KYC for Mobile is completed successfully.,,
L00932,legit,govt_service,Your OTP for transaction of INR 12345 at Flipkart is 506426. Do not share it with anyone.,otp,
L00446,legit,govt_service,Your account XXXX4523 has been credited with INR 499 by NEFT. Ref: O914YBNUS7.,txn|reference,
L00597,legit,merchant_txn,Txn of INR 50 to Asha is successful. Ref: 9M2ZEH9H72.,reference,
L00818,legit,govt_service,Your OTP for transaction of INR 250 at Axis Bank is 528316. Do not share it with anyone.,otp,
S00273,scam,honeypot,Your payment failed. Retry here: http://secure-pay.in/fo1tly and enter the OTP to complete.,phishing_link,
S00677,scam,synthetic,Your payment failed. Retry here: http://bit.ly/tbiviz and enter the OTP to complete.,phishing_link,
L00487,legit,payment_app,Your OTP for transaction of INR 12345 at SBI is 624090. Do not share it with anyone.,otp,
L00681,legit,bank_dlt_template,Payment of INR 999 to ICICI using UPI was successful. Txn ID: PZIAJN3MLE.,reference,
L00416,legit,bank_dlt_template,Your account XXXX5259 has been credited with INR 100 by NEFT. Ref: RBZIRJYZ8X.,txn|reference,
L00274,legit,payment_app,Txn of INR 50 to Priya is successful. Ref: FWY8AV2OSG.,reference,
S00472,scam,news_sample,Install this app http://refund-now.in/blozeb to get a refund from BigBasket.,phishing_link|refund_scam,
S00830,scam,crowd_report,Congrats! You've won cashback INR 199. Click http://tinyurl.com/hrbskk to claim now.,phishing_link,
S00455,scam,crowd_report,Your UPI refund of INR 12345 is pending. Enter OTP 618341 to confirm refund: http://refund-now.in/j1afx3,phishing_link|refund_scam|otp_request,
L00251,legit,merchant_txn,Payment of INR 5000 to Flipkart using UPI was successful. Txn ID: P1ZQD54AGC.,reference,
L00414,legit,bank_dlt_template,Your OTP for transaction of INR 199 at PaytmMall is 559000. Do not share it with anyone.,otp,
S00386,scam,honeypot,Pay INR 199 as token to release your prize. Pay here: http://bit.ly/31rvaf,phishing_link,
S00308,scam,crowd_report,Bank blocked your account. Call immediate on +912479762203 and share OTP to reactivate.,,
L00716,legit,merchant_txn,Your KYC for Internet is completed successfully.,,
L00311,legit,bank_dlt_template,Your ECS mandate for INR 100 with BookMyShow is registered. Mandate ID: ZV8U0LM3NK.,,
L00927,legit,payment_app,Your account XXXX8201 has been credited with INR 12345 by NEFT. Ref: GI9P8TFXSW.,txn|reference,
L00382,legit,bank_dlt_template,Your ECS mandate for INR 199 with SBI is registered. Mandate ID: PGGCBI6QSR.,,
S00566,scam,honeypot,Rs 50 credited. Please refund INR 632 to confirm identity: http://tinyurl.com/pfdvdx,phishing_link|refund_scam,
L00426,legit,merchant_txn,Payment of INR 1500 to Amazon using UPI was successful. Txn ID: 5H3QOXQD66.,reference,
S00875,scam,synthetic,Rs 1500 credited. Please refund INR 2119 to confirm identity: http://refund-now.in/a4twit,phishing_link|refund_scam,
L00533,legit,govt_service,You have received INR 499 from Vijay into your UPI ID refund90@upi.,reference,
L00753,legit,govt_service,Payment of INR 999 to Axis Bank using UPI was successful. Txn ID: 4SZXQ1K1QR.,reference,
L00766,legit,payment_app,Payment of INR 100 to SBI using UPI was successful. Txn ID: NTQVNMD8IY.,reference,
S00357,scam,news_sample,Your UPI refund of INR 12345 is pending. Enter OTP 817561 to confirm refund: http://tinyurl.com/vb4osv,phishing_link|refund_scam|otp_request,
L00409,legit,govt_service,"Dear Customer, your bill of INR 499 for Gas is due on 24/1/2025. Pay at: http://refund-now.in/kxzacq",reference,
S00615,scam,honeypot,Bank blocked your account. Call immediate on +910005147146 and share OTP to reactivate.,,
L00695,legit,payment_app,Your a/c ending XXXX1977 is debited by INR 100 on 6/8/2025. Avl bal: INR 18977.,txn|balance,
S00739,scam,synthetic,Install this app http://refund-now.in/4eonxk to get a refund from PaytmMall.,phishing_link|refund_scam,
L00549,legit,merchant_txn,Your KYC for Gas is completed successfully.,,
L00937,legit,bank_dlt_template,Your ECS mandate for INR 199 with BookMyShow is registered. Mandate ID: ZM8JKX2Y5L.,,
S00390,scam,honeypot,Install this app http://secure-pay.in/cbts1n to get a refund from PaytmMall.,phishing_link|refund_scam,
S00608,scam,news_sample,Install this app http://refund-now.in/pqg3zp to get a refund from Amazon.,phishing_link|refund_scam,
S00940,scam,honeypot,This is Support from Flipkart. Send me the OTP you received to approve payment.,,
S00482,scam,honeypot,Rs 100 credited. Please refund INR 1749 to confirm identity: http://tinyurl.com/boajga,phishing_link|refund_scam,
L00183,legit,payment_app,Your ECS mandate for INR 499 with ICICI is registered. Mandate ID: XH6QIHPNF4.,,
S00941,scam,news_sample,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00161,scam,news_sample,Someone sent you INR 199. Accept collect request at refund51@upi to receive funds.,refund_scam|collect_request,
L00171,legit,govt_service,You have received INR 5000 from Vijay into your UPI ID pay49@upi.,,
L00293,legit,merchant_txn,Your KYC for Mobile is completed successfully.,,
L00562,legit,merchant_txn,Your a/c ending XXXX3278 is debited by INR 50 on 15/1/2025. Avl bal: INR 97105.,txn|balance,
S00457,scam,news_sample,Rs 499 credited. Please refund INR 12892 to confirm identity: http://refund-now.in/qdwymf,phishing_link|refund_scam,
S00877,scam,honeypot,Congrats! You've won cashback INR 1500. Click http://example.com/j42ztb to claim now.,phishing_link,
S00652,scam,news_sample,This is Admin from PaytmMall. Send me the OTP you received to approve payment.,,
L00850,legit,payment_app,Your OTP for transaction of INR 1500 at Amazon is 689216. Do not share it with anyone.,otp,
L00273,legit,bank_dlt_template,Payment of INR 499 to PaytmMall using UPI was successful. Txn ID: TMH6K1WXYW.,reference,
S00550,scam,honeypot,Bank blocked your account. Call immediate on +914833194524 and share OTP to reactivate.,,
S00035,scam,honeypot,This is Admin from Flipkart. Send me the OTP you received to approve payment.,,
S00744,scam,crowd_report,Rs 999 credited. Please refund INR 5368 to confirm identity: http://refund-now.in/qwlwix,phishing_link|refund_scam,
L00372,legit,payment_app,Your account XXXX0572 has been credited with INR 100 by NEFT. Ref: FCX7CULOQV.,txn|reference,
S00670,scam,honeypot,Pay INR 199 as token to release your prize. Pay here: http://refund-now.in/1ik353,phishing_link|refund_scam,
L00722,legit,payment_app,Your a/c ending XXXX4086 is debited by INR 499 on 20/4/2025. Avl bal: INR 65065.,txn|balance,
L00734,legit,govt_service,Payment of INR 999 to Axis Bank using UPI was successful. Txn ID: 9155P1KSTH.,reference,
L00778,legit,merchant_txn,Your a/c ending XXXX2478 is debited by INR 499 on 16/7/2025. Avl bal: INR 3984.,txn|balance,
L00519,legit,bank_dlt_template,Payment of INR 100 to Axis Bank using UPI was successful. Txn ID: ETOWTK4KL9.,reference,
L00335,legit,payment_app,"Dear Customer, your bill of INR 250 for Electricity is due on 13/11/2025. Pay at: http://tinyurl.com/xrbqul",,
L00846,legit,bank_dlt_template,Txn of INR 12345 to Priya is successful. Ref: AI9A44YZLX.,reference,
S00252,scam,honeypot,This is Admin from BigBasket. Send me the OTP you received to approve payment.,,
S00053,scam,synthetic,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00924,scam,crowd_report,Pay INR 199 as token to release your prize. Pay here: http://example.com/oguoys,phishing_link,
L00016,legit,merchant_txn,"Dear Customer, your bill of INR 1500 for Gas is due on 7/4/2025. Pay at: http://refund-now.in/j4uyda",reference,
L00708,legit,govt_service,"Alert: A login to your netbanking from new device on 22/5/2025. If not you, call +912356702006.",,
L00901,legit,payment_app,"Alert: A login to your netbanking from new device on 13/9/2025. If not you, call +917818534851.",,
S00980,scam,crowd_report,This is Admin from Zomato. Send me the OTP you received to approve payment.,,
S00573,scam,honeypot,Congrats! You've won cashback INR 199. Click http://tinyurl.com/wnmn1b to claim now.,phishing_link,
L00904,legit,govt_service,"Alert: A login to your netbanking from new device on 21/9/2025. If not you, call +917354483357.",,
L00466,legit,payment_app,"Alert: A login to your netbanking from new device on 16/12/2025. If not you, call +910617545747.",,
S00978,scam,news_sample,Rs 199 credited. Please refund INR 5516 to confirm identity: http://refund-now.in/bepslu,phishing_link|refund_scam,
L00200,legit,govt_service,"Dear Customer, your bill of INR 250 for Mobile is due on 24/11/2025. Pay at: http://bit.ly/5us5um",,
S00207,scam,synthetic,Your payment failed. Retry here: http://tinyurl.com/dakq4o and enter the OTP to complete.,phishing_link,
S00056,scam,honeypot,Rs 5000 credited. Please refund INR 826 to confirm identity: http://tinyurl.com/iuu0dn,phishing_link|refund_scam,
S00132,scam,crowd_report,Pay INR 199 as token to release your prize. Pay here: http://example.com/qd1svf,phishing_link,
S00380,scam,synthetic,Your UPI refund of INR 12345 is pending. Enter OTP 765905 to confirm refund: http://bit.ly/emvsm1,phishing_link|refund_scam|otp_request,
L00999,legit,bank_dlt_template,"Dear Customer, your bill of INR 499 for Internet is due on 17/10/2025. Pay at: http://example.com/2qtyvj",,
L00728,legit,bank_dlt_template,Your OTP for transaction of INR 12345 at Amazon is 227337. Do not share it with anyone.,otp,
S00772,scam,crowd_report,Pay INR 999 as token to release your prize. Pay here: http://example.com/lf53n0,phishing_link,
S00910,scam,synthetic,Your UPI refund of INR 50 is pending. Enter OTP 227683 to confirm refund: http://example.com/q1vdly,phishing_link|refund_scam|otp_request,
S00822,scam,news_sample,Someone sent you INR 100. Accept collect request at refund57@upi to receive funds.,refund_scam|collect_request,
L00568,legit,merchant_txn,Payment of INR 250 to ICICI using UPI was successful. Txn ID: YN8S7YVR0D.,reference,
L00044,legit,govt_service,Your ECS mandate for INR 5000 with BookMyShow is registered. Mandate ID: KUT6OM1FB8.,,
L00275,legit,payment_app,Your account XXXX8870 has been credited with INR 1500 by NEFT. Ref: 85TZV9ZP3C.,txn|reference,
S00097,scam,news_sample,Rs 50 credited. Please refund INR 668 to confirm identity: http://bit.ly/wsqb54,phishing_link|refund_scam,
L00102,legit,govt_service,Your ECS mandate for INR 999 with Zomato is registered. Mandate ID: G07G0IIJI4.,,
S00232,scam,news_sample,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00722,scam,honeypot,Congrats! You've won cashback INR 999. Click http://example.com/dgiz2i to claim now.,phishing_link,
S00833,scam,synthetic,Congrats! You've won cashback INR 50. Click http://tinyurl.com/2nrhnt to claim now.,phishing_link,
L00108,legit,govt_service,Your ECS mandate for INR 5000 with Flipkart is registered. Mandate ID: 48C1CQG433.,,
S00618,scam,honeypot,Pay INR 999 as token to release your prize. Pay here: http://example.com/l3yfjb,phishing_link,
L00498,legit,bank_dlt_template,Payment of INR 1500 to BookMyShow using UPI was successful. Txn ID: E0QQXNN861.,reference,
S00981,scam,news_sample,Someone sent you INR 250. Accept collect request at collect38@upi to receive funds.,collect_request,
L00882,legit,payment_app,Your KYC for Mobile is completed successfully.,,
L00757,legit,merchant_txn,Your KYC for Mobile is completed successfully.,,
L00620,legit,payment_app,You have received INR 999 from Asha into your UPI ID pay80@upi.,,
S00107,scam,honeypot,Your UPI refund of INR 250 is pending. Enter OTP 123235 to confirm refund: http://secure-pay.in/2zdbjq,phishing_link|refund_scam|otp_request,
S00936,scam,honeypot,Rs 250 credited. Please refund INR 401 to confirm identity: http://example.com/yh5252,phishing_link|refund_scam,
L00810,legit,merchant_txn,Your ECS mandate for INR 100 with PaytmMall is registered. Mandate ID: WUW60N330P.,,
S00038,scam,synthetic,Rs 999 credited. Please refund INR 1139 to confirm identity: http://bit.ly/rj0g2a,phishing_link|refund_scam,
L00073,legit,bank_dlt_template,Your KYC for Electricity is completed successfully.,,
S00284,scam,news_sample,This is Admin from ICICI. Send me the OTP you received to approve payment.,,
S00272,scam,crowd_report,Bank blocked your account. Call immediate on +911964315715 and share OTP to reactivate.,,
S00335,scam,crowd_report,Bank blocked your account. Call immediate on +915352397968 and share OTP to reactivate.,,
S00459,scam,honeypot,Someone sent you INR 999. Accept collect request at collect83@upi to receive funds.,collect_request,
L00482,legit,bank_dlt_template,"Alert: A login to your netbanking from new device on 7/4/2025. If not you, call +919967818766.",,
S00069,scam,news_sample,Install this app http://bit.ly/3je0gp to get a refund from SBI.,phishing_link|refund_scam,
L00507,legit,govt_service,Your a/c ending XXXX8906 is debited by INR 199 on 21/8/2025. Avl bal: INR 200.,txn|balance,
S00238,scam,news_sample,Your payment failed. Retry here: http://example.com/wauida and enter the OTP to complete.,phishing_link,
S00862,scam,synthetic,This is CustomerCare from BookMyShow. Send me the OTP you received to approve payment.,,
S00990,scam,synthetic,Install this app http://bit.ly/0u104u to get a refund from Amazon.,phishing_link|refund_scam,
S00477,scam,honeypot,Your UPI refund of INR 250 is pending. Enter OTP 385957 to confirm refund: http://tinyurl.com/dpcayu,phishing_link|refund_scam|otp_request,
S00867,scam,news_sample,Congrats! You've won cashback INR 1500. Click http://tinyurl.com/n5pa50 to claim now.,phishing_link,
S00456,scam,honeypot,Bank blocked your account. Call immediate on +914157437337 and share OTP to reactivate.,,
L00312,legit,merchant_txn,Your a/c ending XXXX7491 is debited by INR 199 on 22/1/2025. Avl bal: INR 46416.,txn|balance,
L00963,legit,bank_dlt_template,Your OTP for transaction of INR 1500 at ICICI is 472892. Do not share it with anyone.,otp,
L00406,legit,bank_dlt_template,Payment of INR 5000 to ICICI using UPI was successful. Txn ID: N378VPCAYP.,reference,
S00331,scam,crowd_report,Someone sent you INR 50. Accept collect request at refund49@upi to receive funds.,refund_scam|collect_request,
S00650,scam,synthetic,Congrats! You've won cashback INR 1500. Click http://example.com/lcnbdz to claim now.,phishing_link,
L00310,legit,payment_app,Your a/c ending XXXX8723 is debited by INR 499 on 27/10/2025. Avl bal: INR 38991.,txn|balance,
L00227,legit,govt_service,Your OTP for transaction of INR 100 at PaytmMall is 757916. Do not share it with anyone.,otp,
S00858,scam,synthetic,Congrats! You've won cashback INR 199. Click http://bit.ly/ydptpz to claim now.,phishing_link,
L00711,legit,payment_app,Your a/c ending XXXX2649 is debited by INR 499 on 24/12/2025. Avl bal: INR 31479.,txn|balance,
S00944,scam,honeypot,Rs 199 credited. Please refund INR 733 to confirm identity: http://secure-pay.in/ehlms4,phishing_link|refund_scam,
S00384,scam,honeypot,Someone sent you INR 250. Accept collect request at id35@upi to receive funds.,collect_request,
S00786,scam,news_sample,This is Support from SBI. Send me the OTP you received to approve payment.,,
L00149,legit,bank_dlt_template,Your account XXXX9111 has been credited with INR 100 by NEFT. Ref: NVP8GMNHIE.,txn|reference,
S00555,scam,crowd_report,Your payment failed. Retry here: http://secure-pay.in/tbgvxk and enter the OTP to complete.,phishing_link,
S00957,scam,synthetic,Someone sent you INR 1500. Accept collect request at collect58@upi to receive funds.,collect_request,
L00926,legit,merchant_txn,Txn of INR 199 to Ramesh is successful. Ref: DXWIHDRG8Y.,reference,
L00943,legit,bank_dlt_template,"Dear Customer, your bill of INR 50 for Internet is due on 11/1/2025. Pay at: http://bit.ly/wxw5wi",,
L00837,legit,payment_app,Payment of INR 1500 to Zomato using UPI was successful. Txn ID: WPL00ACMA2.,reference,
L00576,legit,bank_dlt_template,Your OTP for transaction of INR 50 at PaytmMall is 121801. Do not share it with anyone.,otp,
L00558,legit,bank_dlt_template,"Dear Customer, your bill of INR 12345 for Internet is due on 14/8/2025. Pay at: http://bit.ly/ehaipm",,
S00236,scam,honeypot,This is CustomerCare from Amazon. Send me the OTP you received to approve payment.,,
S00361,scam,synthetic,Congrats! You've won cashback INR 5000. Click http://example.com/iwkx4k to claim now.,phishing_link,
S00348,scam,crowd_report,Pay INR 499 as token to release your prize. Pay here: http://secure-pay.in/urqrbp,phishing_link,
S00162,scam,synthetic,Bank blocked your account. Call immediate on +919065286415 and share OTP to reactivate.,,
S00443,scam,crowd_report,Someone sent you INR 999. Accept collect request at collect80@upi to receive funds.,collect_request,
L00287,legit,govt_service,Your OTP for transaction of INR 5000 at SBI is 369338. Do not share it with anyone.,otp,
S00605,scam,synthetic,Your payment failed. Retry here: http://refund-now.in/ygnwz1 and enter the OTP to complete.,phishing_link|refund_scam|otp_request,
S00058,scam,honeypot,Pay INR 50 as token to release your prize. Pay here: http://tinyurl.com/nry5lr,phishing_link,
L00599,legit,payment_app,Your KYC for Internet is completed successfully.,,
L00933,legit,govt_service,Your ECS mandate for INR 100 with Amazon is registered. Mandate ID: G62NGXCYNL.,,
S00462,scam,crowd_report,Congrats! You've won cashback INR 199. Click http://bit.ly/ifscfy to claim now.,phishing_link,
S00638,scam,news_sample,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00588,scam,synthetic,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00041,scam,crowd_report,We detected unauthorised activity. Share your UPI PIN to secure your account.,,
S00231,scam,honeypot,Pay INR 199 as token to release your prize. Pay here: http://refund-now.in/yjnjuu,phishing_link|refund_scam,
L00807,legit,bank_dlt_template,You have received INR 12345 from Rahul into your UPI ID id24@upi.,,
L00905,legit,payment_app,Your KYC for Electricity is completed successfully.,,
S00680,scam,crowd_report,Pay INR 5000 as token to release your prize. Pay here: http://tinyurl.com/3520kd,phishing_link,
S00205,scam,news_sample,Pay INR 100 as token to release your prize. Pay here: http://tinyurl.com/c4dywt,phishing_link,
L00768,legit,govt_service,Txn of INR 50 to Asha is successful. Ref: B59ROGA72Y.,reference,
L00610,legit,govt_service,Your OTP for transaction of INR 5000 at Flipkart is 997022. Do not share it with anyone.,otp,
S00993,scam,honeypot,Bank blocked your account. Call immediate on +914767466905 and share OTP to reactivate.,,
S00565,scam,crowd_report,Bank blocked your account. Call immediate on +911237184671 and share OTP to reactivate.,,
S00423,scam,honeypot,Your payment failed. Retry here: http://secure-pay.in/hc1ykh and enter the OTP to complete.,phishing_link,
S00011,scam,synthetic,Congrats! You've won cashback INR 1500. Click http://bit.ly/vgcmaw to claim now.,phishing_link,
L00494,legit,payment_app,Your KYC for Gas is completed successfully.,,
S00321,scam,honeypot,This is Admin from SBI. Send me the OTP you received to approve payment.,,
L00278,legit,merchant_txn,Payment of INR 5000 to PaytmMall using UPI was successful. Txn ID: JJ0076EKHI.,reference,
S00847,scam,crowd_report,Your UPI refund of INR 12345 is pending. Enter OTP 490229 to confirm refund: http://bit.ly/casb0p,phishing_link|refund_scam|otp_request,
L00359,legit,payment_app,Your account XXXX0426 has been credited with INR 250 by NEFT. Ref: C53K9OM115.,txn|reference,
S00111,scam,honeypot,This is Admin from BigBasket. Send me the OTP you received to approve payment.,,
L00237,legit,merchant_txn,Your account XXXX8951 has been credited with INR 100 by NEFT. Ref: P7KB7IYNO6.,txn|reference,
L00552,legit,govt_service,Txn of INR 50 to Asha is successful. Ref: YA8S2DDET4.,reference,
S00868,scam,honeypot,This is CustomerCare from Axis Bank. Send me the OTP you received to approve payment.,,
S00813,scam,news_sample,Rs 199 credited. Please refund INR 559 to confirm identity: http://example.com/rgvlwu,phishing_link|refund_scam,
L00209,legit,payment_app,Payment of INR 100 to Axis Bank using UPI was successful. Txn ID: G4WFEOJGFA.,reference,
S00387,scam,honeypot,Your UPI refund of INR 1500 is pending. Enter OTP 975996 to confirm refund: http://example.com/kzfhg5,phishing_link|refund_scam|otp_request,
S00561,scam,synthetic,Install this app http://bit.ly/ueqgxj to get a refund from ICICI.,phishing_link|refund_scam,
