id,label,channel,category,text,pattern_source
S0202,scam,SMS,call_merge_otp,"Security Alert: We will merge a verification call. When prompted, share OTP to confirm cancellation.",Fintech safety blog
S0203,scam,SMS,fake_charity,Urgent Flood Relief: Donate ₹20695 to help victims. Transfer to shopkeeper@okicici via UPI.,News reports on UPI scams
S0204,scam,SMS,fake_bill_disconnection,Fiber Net: Payment overdue ₹30286. Pay now: http://sbi-secure-verify.in or service suspended.,RBI Cautions
S0205,scam,SMS,fake_qr,Scan QR to accept payment: http://icici-verify.co.in. For merchants only.,Razorpay Fake Payment Guide
S0206,scam,SMS,fake_reward,Loyalty Bonus ₹175614 added. Visit http://hdfc-kyc-update.com to redeem.,Fintech safety blog
S0207,scam,SMS,fake_reward,Exclusive Reward: ₹145074 for you. Claim via http://upi-helpdesk.support within 1 hour.,Paytm UPI Fraud Guide
S0208,scam,SMS,fake_support,Support Desk: We require confirmation. Click http://sbi-secure-verify.in to confirm your identity.,CERT-In advisory
S0209,scam,SMS,impersonation_police,Police Notice: Investigation ongoing. Transfer ₹135729 to avoid arrest.,CERT-In advisory
S0210,scam,WhatsApp,refund_bait,Refund Dept: ₹146170 credited to your account by mistake. Approve reversal now via this request: http://refund-claim.in,Paytm UPI Fraud Guide
S0211,scam,SMS,call_merge_otp,"Security Alert: We will merge a verification call. When prompted, share OTP to confirm cancellation.",Paytm UPI Fraud Guide
S0212,scam,SMS,fake_govt_subsidy,PMAY Subsidy: ₹65535 approved. Click http://hdfc-kyc-update.com to accept.,NPCI Fraud Awareness
S0213,scam,SMS,vishing_text,Bank Security: We will call to verify. Keep your OTP handy to cancel fraudulent transaction.,News reports on UPI scams
S0214,scam,SMS,fake_loan_fee,Pre-approved loan ₹148220. Disbursal in 5 mins after processing fee ₹909. Pay at http://pay-verify-upi.com,Paytm UPI Fraud Guide
S0215,scam,WhatsApp,fake_payment_screenshot,See attached receipt: Transaction ID 8945036. Funds sent.,Fintech safety blog
S0216,scam,SMS,fake_reward,Loyalty Bonus ₹55148 added. Visit http://phonepe-cashback-claim.co to redeem.,RBI Cautions
S0217,scam,SMS,kyc_expiry,Yes Bank ALERT: KYC not updated. Update now to avoid account suspension: http://sbi-secure-verify.in,Razorpay Fake Payment Guide
S0218,scam,SMS,fake_loan_fee,Loan approved: ₹15035. Pay ₹1912 to unlock funds via http://axisbank-alerts.net,Fintech safety blog
S0219,scam,SMS,vishing_text,Your card is blocked. Call back +91-XXXXXXXXXX to reactivate. Share OTP to verify.,NPCI Fraud Awareness
S0220,scam,SMS,kyc_expiry,"Dear Customer, your BOB UPI access will be blocked within 24 hours due to pending KYC. Verify here: http://lottery-claim-win.in",News reports on UPI scams
S0221,scam,SMS,fake_support,"Customer Support: To expedite refund, visit http://paytm-verify-upi.in and enter UPI ID.",CERT-In advisory
S0222,scam,WhatsApp,refund_bait,Amazon Refund: ₹156144 sent by mistake. Click http://pay-verify-upi.com to confirm reversal or face legal action.,Razorpay Fake Payment Guide
S0223,scam,SMS,fake_govt_subsidy,Govt Subsidy credited ₹162752. Claim at http://hdfc-kyc-update.com before deadline.,Fintech safety blog
S0224,scam,SMS,fake_govt_subsidy,PMAY Subsidy: ₹41320 approved. Click http://sbi-secure-verify.in to accept.,Fintech safety blog
S0225,scam,SMS,fake_reward,Loyalty Bonus ₹97939 added. Visit http://upi-secure-help.in to redeem.,Razorpay Fake Payment Guide
S0226,scam,SMS,fake_loan_fee,Pre-approved loan ₹186945. Disbursal in 5 mins after processing fee ₹1379. Pay at http://sbi-secure-verify.in,RBI Cautions
S0227,scam,SMS,lottery,RBI Lottery: You have won ₹173555. Pay registration fee ₹1827 to claim: http://icici-verify.co.in,CERT-In advisory
S0228,scam,SMS,fake_support,Support Desk: We require confirmation. Click http://phonepe-cashback-claim.co to confirm your identity.,Razorpay Fake Payment Guide
S0229,scam,SMS,call_merge_otp,"Security Alert: We will merge a verification call. When prompted, share OTP to confirm cancellation.",NPCI Fraud Awareness
S0230,scam,SMS,fake_loan_fee,Pre-approved loan ₹143688. Disbursal in 5 mins after processing fee ₹1648. Pay at http://phonepe-cashback-claim.co,News reports on UPI scams
S0231,scam,WhatsApp,refund_bait,Amazon Refund: ₹46860 sent by mistake. Click http://refund-claim.in to confirm reversal or face legal action.,Paytm UPI Fraud Guide
S0232,scam,WhatsApp,overpayment,You have received ₹274. Please send back ₹38452 immediately by approving the UPI request from foodcart@axis.,NPCI Fraud Awareness
S0233,scam,SMS,fake_charity,Urgent Flood Relief: Donate ₹1935 to help victims. Transfer to merchantx@ybl via UPI.,CERT-In advisory
S0234,scam,SMS,fake_loan_fee,Loan approved: ₹186945. Pay ₹912 to unlock funds via http://upi-helpdesk.support,CERT-In advisory
S0235,scam,SMS,fake_qr,Scan QR to accept payment: http://upi-helpdesk.support. For merchants only.,RBI Cautions
S0236,scam,WhatsApp,fake_merchant_payment,Merchant: Paid ₹135729 to your UPI. Approve reversal request.,Paytm UPI Fraud Guide
S0237,scam,SMS,fake_bill_disconnection,Fiber Net: Payment overdue ₹80858. Pay now: http://phonepe-cashback-claim.co or service suspended.,Razorpay Fake Payment Guide
S0238,scam,SMS,fake_loan_fee,Loan approved: ₹69640. Pay ₹1626 to unlock funds via http://refund-claim.in,Paytm UPI Fraud Guide
S0239,scam,SMS,call_merge_otp,"Security Alert: We will merge a verification call. When prompted, share OTP to confirm cancellation.",CERT-In advisory
S0240,scam,SMS,suspicious_login,Kotak Alert: Suspicious login detected on your UPI. Cancel transaction here: http://upi-helpdesk.support. Ref: 8885465,Fintech safety blog
S0241,scam,WhatsApp,overpayment,"Hi, I accidentally sent ₹258 to you. Please accept the payment and return ₹34849 by approving the request.",NPCI Fraud Awareness
S0242,scam,SMS,fake_app_update,Update required: Your UPI app version is outdated. Update now at http://upi-secure-help.in to continue transactions.,News reports on UPI scams
S0243,scam,SMS,kyc_expiry,"Dear Customer, your Axis Bank UPI access will be blocked within 24 hours due to pending KYC. Verify here: http://axisbank-alerts.net",RBI Cautions
S0244,scam,SMS,fake_qr,Scan QR to accept payment: http://govt-subsidy-claim.co.in. For merchants only.,Paytm UPI Fraud Guide
S0245,scam,SMS,impersonation_police,Police Notice: Investigation ongoing. Transfer ₹39123 to avoid arrest.,CERT-In advisory
S0246,scam,WhatsApp,overpayment,You have received ₹447. Please send back ₹38503 immediately by approving the UPI request from shopkeeper@okicici.,RBI Cautions
S0247,scam,SMS,suspicious_login,Kotak Alert: Suspicious login detected on your UPI. Cancel transaction here: http://phonepe-cashback-claim.co. Ref: 5825658,RBI Cautions
S0248,scam,SMS,fake_govt_subsidy,Govt Subsidy credited ₹106500. Claim at http://upi-secure-help.in before deadline.,Razorpay Fake Payment Guide
S0249,scam,SMS,call_merge_otp,"To cancel unauthorized charge, accept incoming verification call and provide OTP.",News reports on UPI scams
S0250,scam,SMS,lottery,RBI Lottery: You have won ₹144891. Pay registration fee ₹1346 to claim: http://phonepe-cashback-claim.co,Fintech safety blog
S0251,scam,SMS,lottery,Congratulations! Govt prize of ₹52366 for you. Complete form at http://pay-verify-upi.com within 48 hrs.,RBI Cautions
S0252,scam,SMS,fake_app_update,Update required: Your UPI app version is outdated. Update now at http://paytm-verify-upi.in to continue transactions.,Razorpay Fake Payment Guide
S0253,scam,WhatsApp,fake_payment_screenshot,See attached receipt: Transaction ID 8876745. Funds sent.,RBI Cautions
S0254,scam,SMS,vishing_text,Bank Security: We will call to verify. Keep your OTP handy to cancel fraudulent transaction.,CERT-In advisory
S0255,scam,SMS,fake_govt_subsidy,Govt Subsidy credited ₹18660. Claim at http://hdfc-kyc-update.com before deadline.,RBI Cautions
S0256,scam,SMS,vishing_text,Bank Security: We will call to verify. Keep your OTP handy to cancel fraudulent transaction.,Paytm UPI Fraud Guide
S0257,scam,WhatsApp,fake_merchant_payment,Customer says payment done. Approve collect request to release order.,News reports on UPI scams
S0258,scam,WhatsApp,overpayment,You have received ₹358. Please send back ₹26013 immediately by approving the UPI request from seller01@upi.,NPCI Fraud Awareness
S0259,scam,SMS,fake_loan_fee,Pre-approved loan ₹11015. Disbursal in 5 mins after processing fee ₹392. Pay at http://pay-verify-upi.com,Fintech safety blog
S0260,scam,SMS,fake_govt_subsidy,Govt Subsidy credited ₹24776. Claim at http://pay-verify-upi.com before deadline.,Paytm UPI Fraud Guide
S0261,scam,SMS,fake_cashback,You have received ₹50339 cashback from PhonePe. Claim now: http://icici-verify.co.in (valid 2 hrs),Fintech safety blog
S0262,scam,SMS,fake_bill_disconnection,Fiber Net: Payment overdue ₹52193. Pay now: http://lottery-claim-win.in or service suspended.,NPCI Fraud Awareness
S0263,scam,SMS,vishing_text,Bank Security: We will call to verify. Keep your OTP handy to cancel fraudulent transaction.,RBI Cautions
S0264,scam,SMS,lottery,Congratulations! Govt prize of ₹123957 for you. Complete form at http://paytm-verify-upi.in within 48 hrs.,Fintech safety blog
S0265,scam,SMS,fake_app_update,Critical update for BOB app. Click http://phonepe-cashback-claim.co to download secure patch.,CERT-In advisory
S0266,scam,SMS,fake_support,"Customer Support: To expedite refund, visit http://axisbank-alerts.net and enter UPI ID.",RBI Cautions
S0267,scam,SMS,lottery,Congratulations! Govt prize of ₹62015 for you. Complete form at http://refund-claim.in within 48 hrs.,NPCI Fraud Awareness
S0268,scam,SMS,lottery,RBI Lottery: You have won ₹147635. Pay registration fee ₹352 to claim: http://upi-helpdesk.support,Razorpay Fake Payment Guide
S0269,scam,SMS,fake_loan_fee,Pre-approved loan ₹73084. Disbursal in 5 mins after processing fee ₹1164. Pay at http://upi-secure-help.in,News reports on UPI scams
S0270,scam,SMS,fake_loan_fee,Loan approved: ₹175662. Pay ₹332 to unlock funds via http://govt-subsidy-claim.co.in,RBI Cautions
S0271,scam,SMS,fake_bank_notice,Kotak: Important security update. Verify account details at http://govt-subsidy-claim.co.in to avoid restrictions.,News reports on UPI scams
S0272,scam,SMS,impersonation_police,"This is SI Sharma, cyber cell. Assets will be frozen unless you refund ₹159687. Contact +91-9675770529.",News reports on UPI scams
S0273,scam,SMS,impersonation_police,"This is SI Sharma, cyber cell. Assets will be frozen unless you refund ₹185853. Contact +91-9334760738.",RBI Cautions
S0274,scam,SMS,fake_charity,Charity Drive: Send ₹135729 to support. Quick transfer: http://lottery-claim-win.in,Paytm UPI Fraud Guide
S0275,scam,SMS,call_merge_otp,"To cancel unauthorized charge, accept incoming verification call and provide OTP.",Fintech safety blog
S0276,scam,SMS,fake_govt_subsidy,PMAY Subsidy: ₹15420 approved. Click http://lottery-claim-win.in to accept.,Paytm UPI Fraud Guide
S0277,scam,SMS,fake_govt_subsidy,Govt Subsidy credited ₹99395. Claim at http://refund-claim.in before deadline.,Razorpay Fake Payment Guide
S0278,scam,SMS,fake_govt_subsidy,Govt Subsidy credited ₹172999. Claim at http://upi-helpdesk.support before deadline.,News reports on UPI scams
S0279,scam,SMS,impersonation_police,Police Notice: Investigation ongoing. Transfer ₹182819 to avoid arrest.,Razorpay Fake Payment Guide
S0280,scam,SMS,lottery,Congratulations! Govt prize of ₹127357 for you. Complete form at http://sbi-secure-verify.in within 48 hrs.,Fintech safety blog
S0281,scam,WhatsApp,fake_merchant_payment,Merchant: Paid ₹152248 to your UPI. Approve reversal request.,Fintech safety blog
S0282,scam,SMS,suspicious_login,Unusual activity on your account. Verify identity at http://phonepe-cashback-claim.co to avoid freeze.,News reports on UPI scams
S0283,scam,WhatsApp,refund_bait,Refund Dept: ₹174075 credited to your account by mistake. Approve reversal now via this request: http://govt-subsidy-claim.co.in,RBI Cautions
S0284,scam,SMS,vishing_text,Your card is blocked. Call back +91-XXXXXXXXXX to reactivate. Share OTP to verify.,Razorpay Fake Payment Guide
S0285,scam,SMS,fake_charity,Charity Drive: Send ₹196127 to support. Quick transfer: http://lottery-claim-win.in,Razorpay Fake Payment Guide
S0286,scam,SMS,fake_bill_disconnection,Electricity Dept: Bill ₹84525 pending. Service will be disconnected tonight. Pay at http://govt-subsidy-claim.co.in,News reports on UPI scams
S0287,scam,SMS,fake_reward,Exclusive Reward: ₹84525 for you. Claim via http://pay-verify-upi.com within 1 hour.,News reports on UPI scams
S0288,scam,SMS,fake_bank_notice,PNB Notice: Confirm your details here: http://upi-helpdesk.support.,Paytm UPI Fraud Guide
S0289,scam,WhatsApp,fake_payment_screenshot,See attached receipt: Transaction ID 1452421. Funds sent.,Paytm UPI Fraud Guide
S0290,scam,SMS,fake_bank_notice,Axis Bank: Important security update. Verify account details at http://hdfc-kyc-update.com to avoid restrictions.,CERT-In advisory
S0291,scam,SMS,fake_bill_disconnection,Electricity Dept: Bill ₹165139 pending. Service will be disconnected tonight. Pay at http://hdfc-kyc-update.com,News reports on UPI scams
S0292,scam,SMS,fake_loan_fee,Loan approved: ₹127449. Pay ₹1816 to unlock funds via http://govt-subsidy-claim.co.in,News reports on UPI scams
S0293,scam,SMS,fake_govt_subsidy,Govt Subsidy credited ₹104505. Claim at http://hdfc-kyc-update.com before deadline.,Razorpay Fake Payment Guide
S0294,scam,SMS,fake_bill_disconnection,Electricity Dept: Bill ₹116943 pending. Service will be disconnected tonight. Pay at http://refund-claim.in,Razorpay Fake Payment Guide
S0295,scam,SMS,fake_bank_notice,Federal Bank Notice: Confirm your details here: http://pay-verify-upi.com.,RBI Cautions
S0296,scam,SMS,fake_bank_notice,PNB Notice: Confirm your details here: http://phonepe-cashback-claim.co.,Fintech safety blog
S0297,scam,SMS,vishing_text,Bank Security: We will call to verify. Keep your OTP handy to cancel fraudulent transaction.,Fintech safety blog
S0298,scam,SMS,fake_reward,Loyalty Bonus ₹65036 added. Visit http://sbi-secure-verify.in to redeem.,NPCI Fraud Awareness
S0299,scam,SMS,fake_cashback,Cashback ₹24498 credited. Click http://upi-secure-help.in to transfer to bank.,CERT-In advisory
S0300,scam,SMS,fake_reward,Exclusive Reward: ₹107978 for you. Claim via http://lottery-claim-win.in within 1 hour.,RBI Cautions
S0301,scam,SMS,fake_reward,Loyalty Bonus ₹191547 added. Visit http://govt-subsidy-claim.co.in to redeem.,Razorpay Fake Payment Guide
S0302,scam,SMS,vishing_text,Bank Security: We will call to verify. Keep your OTP handy to cancel fraudulent transaction.,Fintech safety blog
S0303,scam,SMS,call_merge_otp,"Security Alert: We will merge a verification call. When prompted, share OTP to confirm cancellation.",News reports on UPI scams
S0304,scam,SMS,lottery,Congratulations! Govt prize of ₹9494 for you. Complete form at http://refund-claim.in within 48 hrs.,Paytm UPI Fraud Guide
S0305,scam,SMS,kyc_expiry,IDBI ALERT: KYC not updated. Update now to avoid account suspension: http://upi-helpdesk.support,Fintech safety blog
S0306,scam,SMS,fake_bank_notice,IDBI Notice: Confirm your details here: http://paytm-verify-upi.in.,RBI Cautions
S0307,scam,SMS,fake_app_update,Update required: Your UPI app version is outdated. Update now at http://icici-verify.co.in to continue transactions.,RBI Cautions
S0308,scam,SMS,vishing_text,Your card is blocked. Call back +91-XXXXXXXXXX to reactivate. Share OTP to verify.,CERT-In advisory
S0309,scam,SMS,kyc_expiry,"Dear Customer, your PNB UPI access will be blocked within 24 hours due to pending KYC. Verify here: http://lottery-claim-win.in",NPCI Fraud Awareness
S0310,scam,SMS,vishing_text,Your card is blocked. Call back +91-XXXXXXXXXX to reactivate. Share OTP to verify.,CERT-In advisory
S0311,scam,SMS,call_merge_otp,"To cancel unauthorized charge, accept incoming verification call and provide OTP.",NPCI Fraud Awareness
S0312,scam,SMS,fake_govt_subsidy,Govt Subsidy credited ₹28386. Claim at http://axisbank-alerts.net before deadline.,NPCI Fraud Awareness
S0313,scam,SMS,fake_cashback,Cashback ₹127298 credited. Click http://upi-helpdesk.support to transfer to bank.,NPCI Fraud Awareness
S0314,scam,WhatsApp,overpayment,"Hi, I accidentally sent ₹304 to you. Please accept the payment and return ₹15918 by approving the request.",Razorpay Fake Payment Guide
S0315,scam,SMS,fake_charity,Charity Drive: Send ₹62620 to support. Quick transfer: http://pay-verify-upi.com,Fintech safety blog
S0316,scam,SMS,fake_bank_notice,Yes Bank: Important security update. Verify account details at http://sbi-secure-verify.in to avoid restrictions.,Paytm UPI Fraud Guide
S0317,scam,WhatsApp,fake_payment_screenshot,Payment done. UPI Ref 2151225. Screenshot attached. Release goods.,News reports on UPI scams
S0318,scam,SMS,suspicious_login,BOB Alert: Suspicious login detected on your UPI. Cancel transaction here: http://govt-subsidy-claim.co.in. Ref: 9333700,NPCI Fraud Awareness
S0319,scam,SMS,fake_reward,Exclusive Reward: ₹95641 for you. Claim via http://sbi-secure-verify.in within 1 hour.,NPCI Fraud Awareness
S0320,scam,WhatsApp,fake_payment_screenshot,Payment done. UPI Ref 7189034. Screenshot attached. Release goods.,RBI Cautions
S0321,scam,SMS,fake_bank_notice,Axis Bank Notice: Confirm your details here: http://hdfc-kyc-update.com.,CERT-In advisory
S0322,scam,SMS,fake_reward,Loyalty Bonus ₹133587 added. Visit http://hdfc-kyc-update.com to redeem.,News reports on UPI scams
S0323,scam,SMS,impersonation_police,Police Notice: Investigation ongoing. Transfer ₹50677 to avoid arrest.,RBI Cautions
S0324,scam,SMS,vishing_text,Your card is blocked. Call back +91-XXXXXXXXXX to reactivate. Share OTP to verify.,News reports on UPI scams
S0325,scam,SMS,call_merge_otp,"To cancel unauthorized charge, accept incoming verification call and provide OTP.",CERT-In advisory
S0326,scam,SMS,call_merge_otp,"Security Alert: We will merge a verification call. When prompted, share OTP to confirm cancellation.",RBI Cautions
S0327,scam,SMS,fake_bank_notice,Kotak: Important security update. Verify account details at http://icici-verify.co.in to avoid restrictions.,NPCI Fraud Awareness
S0328,scam,SMS,kyc_expiry,"Dear Customer, your Yes Bank UPI access will be blocked within 24 hours due to pending KYC. Verify here: http://paytm-verify-upi.in",Paytm UPI Fraud Guide
S0329,scam,SMS,fake_reward,Loyalty Bonus ₹36797 added. Visit http://pay-verify-upi.com to redeem.,Razorpay Fake Payment Guide
S0330,scam,SMS,fake_app_update,Update required: Your UPI app version is outdated. Update now at http://pay-verify-upi.com to continue transactions.,RBI Cautions
S0331,scam,SMS,fake_app_update,Update required: Your UPI app version is outdated. Update now at http://icici-verify.co.in to continue transactions.,Fintech safety blog
S0332,scam,SMS,impersonation_police,Police Notice: Investigation ongoing. Transfer ₹158602 to avoid arrest.,NPCI Fraud Awareness
S0333,scam,SMS,fake_cashback,Cashback ₹124604 credited. Click http://lottery-claim-win.in to transfer to bank.,Fintech safety blog
S0334,scam,SMS,fake_app_update,Critical update for Kotak app. Click http://paytm-verify-upi.in to download secure patch.,News reports on UPI scams
S0335,scam,WhatsApp,overpayment,You have received ₹190. Please send back ₹23612 immediately by approving the UPI request from merchantx@ybl.,News reports on UPI scams
S0336,scam,SMS,kyc_expiry,"Dear Customer, your IDBI UPI access will be blocked within 24 hours due to pending KYC. Verify here: http://icici-verify.co.in",RBI Cautions
S0337,scam,SMS,fake_govt_subsidy,PMAY Subsidy: ₹73084 approved. Click http://upi-helpdesk.support to accept.,NPCI Fraud Awareness
S0338,scam,SMS,impersonation_police,Police Notice: Investigation ongoing. Transfer ₹189672 to avoid arrest.,RBI Cautions
S0339,scam,WhatsApp,fake_merchant_payment,Merchant: Paid ₹148779 to your UPI. Approve reversal request.,Paytm UPI Fraud Guide
S0340,scam,SMS,fake_govt_subsidy,PMAY Subsidy: ₹199 approved. Click http://paytm-verify-upi.in to accept.,NPCI Fraud Awareness
S0341,scam,SMS,fake_cashback,Cashback ₹124037 credited. Click http://lottery-claim-win.in to transfer to bank.,News reports on UPI scams
S0342,scam,SMS,fake_govt_subsidy,PMAY Subsidy: ₹156034 approved. Click http://upi-helpdesk.support to accept.,RBI Cautions
S0343,scam,SMS,fake_support,Support Desk: We require confirmation. Click http://hdfc-kyc-update.com to confirm your identity.,RBI Cautions
S0344,scam,SMS,fake_bank_notice,HDFC: Important security update. Verify account details at http://lottery-claim-win.in to avoid restrictions.,Razorpay Fake Payment Guide
S0345,scam,SMS,fake_loan_fee,Pre-approved loan ₹172376. Disbursal in 5 mins after processing fee ₹1527. Pay at http://govt-subsidy-claim.co.in,RBI Cautions
S0346,scam,SMS,impersonation_police,Police Notice: Investigation ongoing. Transfer ₹64009 to avoid arrest.,RBI Cautions
S0347,scam,SMS,fake_qr,Scan QR to accept payment: http://hdfc-kyc-update.com. For merchants only.,NPCI Fraud Awareness
S0348,scam,SMS,kyc_expiry,"Dear Customer, your Federal Bank UPI access will be blocked within 24 hours due to pending KYC. Verify here: http://sbi-secure-verify.in",Paytm UPI Fraud Guide
S0349,scam,SMS,lottery,RBI Lottery: You have won ₹197592. Pay registration fee ₹966 to claim: http://phonepe-cashback-claim.co,News reports on UPI scams
S0350,scam,SMS,fake_qr,Scan QR to accept payment: http://refund-claim.in. For merchants only.,News reports on UPI scams
S0351,scam,SMS,impersonation_police,Police Notice: Investigation ongoing. Transfer ₹85556 to avoid arrest.,CERT-In advisory
S0352,scam,SMS,lottery,RBI Lottery: You have won ₹135729. Pay registration fee ₹919 to claim: http://upi-helpdesk.support,News reports on UPI scams
S0353,scam,SMS,fake_bank_notice,HDFC: Important security update. Verify account details at http://refund-claim.in to avoid restrictions.,News reports on UPI scams
S0354,scam,SMS,fake_bill_disconnection,Electricity Dept: Bill ₹172376 pending. Service will be disconnected tonight. Pay at http://upi-secure-help.in,Razorpay Fake Payment Guide
S0355,scam,SMS,fake_bank_notice,Yes Bank Notice: Confirm your details here: http://sbi-secure-verify.in.,RBI Cautions
S0356,scam,SMS,fake_app_update,Critical update for Axis Bank app. Click http://sbi-secure-verify.in to download secure patch.,Fintech safety blog
S0357,scam,WhatsApp,refund_bait,Amazon Refund: ₹124483 sent by mistake. Click http://phonepe-cashback-claim.co to confirm reversal or face legal action.,Fintech safety blog
S0358,scam,SMS,fake_support,Support Desk: We require confirmation. Click http://axisbank-alerts.net to confirm your identity.,Paytm UPI Fraud Guide
S0359,scam,SMS,fake_reward,Loyalty Bonus ₹108130 added. Visit http://upi-secure-help.in to redeem.,Paytm UPI Fraud Guide
S0360,scam,SMS,fake_govt_subsidy,PMAY Subsidy: ₹110973 approved. Click http://hdfc-kyc-update.com to accept.,News reports on UPI scams
S0361,scam,SMS,fake_qr,Scan QR to accept payment: http://refund-claim.in. For merchants only.,CERT-In advisory
S0362,scam,SMS,fake_charity,Charity Drive: Send ₹154271 to support. Quick transfer: http://sbi-secure-verify.in,Fintech safety blog
S0363,scam,SMS,suspicious_login,Unusual activity on your account. Verify identity at http://pay-verify-upi.com to avoid freeze.,Paytm UPI Fraud Guide
S0364,scam,WhatsApp,overpayment,You have received ₹101. Please send back ₹32231 immediately by approving the UPI request from seller01@upi.,News reports on UPI scams
S0365,scam,SMS,fake_qr,Please scan this QR to receive your refund: http://lottery-claim-win.in. Do not share PIN.,RBI Cautions
S0366,scam,SMS,fake_cashback,You have received ₹182819 cashback from PhonePe. Claim now: http://pay-verify-upi.com (valid 2 hrs),Fintech safety blog
S0367,scam,SMS,impersonation_police,"This is SI Sharma, cyber cell. Assets will be frozen unless you refund ₹153056. Contact +91-9387484583.",Paytm UPI Fraud Guide
S0368,scam,SMS,impersonation_police,"This is SI Sharma, cyber cell. Assets will be frozen unless you refund ₹117651. Contact +91-9673528321.",CERT-In advisory
S0369,scam,SMS,fake_bill_disconnection,Fiber Net: Payment overdue ₹177052. Pay now: http://sbi-secure-verify.in or service suspended.,NPCI Fraud Awareness
S0370,scam,SMS,fake_app_update,Critical update for PNB app. Click http://upi-helpdesk.support to download secure patch.,Paytm UPI Fraud Guide
S0371,scam,SMS,call_merge_otp,"To cancel unauthorized charge, accept incoming verification call and provide OTP.",RBI Cautions
S0372,scam,SMS,impersonation_police,Police Notice: Investigation ongoing. Transfer ₹86609 to avoid arrest.,Razorpay Fake Payment Guide
S0373,scam,SMS,fake_govt_subsidy,Govt Subsidy credited ₹75262. Claim at http://phonepe-cashback-claim.co before deadline.,Razorpay Fake Payment Guide
S0374,scam,SMS,fake_support,"Customer Support: To expedite refund, visit http://upi-helpdesk.support and enter UPI ID.",RBI Cautions
S0375,scam,SMS,fake_app_update,Critical update for IDBI app. Click http://upi-secure-help.in to download secure patch.,Fintech safety blog
S0376,scam,SMS,fake_govt_subsidy,Govt Subsidy credited ₹124092. Claim at http://upi-secure-help.in before deadline.,Paytm UPI Fraud Guide
S0377,scam,SMS,call_merge_otp,"To cancel unauthorized charge, accept incoming verification call and provide OTP.",News reports on UPI scams
S0378,scam,SMS,fake_reward,Exclusive Reward: ₹104823 for you. Claim via http://pay-verify-upi.com within 1 hour.,NPCI Fraud Awareness
S0379,scam,SMS,fake_support,Support Desk: We require confirmation. Click http://phonepe-cashback-claim.co to confirm your identity.,Fintech safety blog
S0380,scam,SMS,fake_bank_notice,ICICI Notice: Confirm your details here: http://hdfc-kyc-update.com.,Paytm UPI Fraud Guide
S0381,scam,SMS,fake_bank_notice,Kotak Notice: Confirm your details here: http://lottery-claim-win.in.,Razorpay Fake Payment Guide
S0382,scam,SMS,fake_bill_disconnection,Electricity Dept: Bill ₹493 pending. Service will be disconnected tonight. Pay at http://sbi-secure-verify.in,RBI Cautions
S0383,scam,SMS,fake_support,"Customer Support: To expedite refund, visit http://hdfc-kyc-update.com and enter UPI ID.",CERT-In advisory
S0384,scam,WhatsApp,overpayment,"Hi, I accidentally sent ₹345 to you. Please accept the payment and return ₹26548 by approving the request.",Fintech safety blog
S0385,scam,WhatsApp,fake_payment_screenshot,See attached receipt: Transaction ID 1771600. Funds sent.,Paytm UPI Fraud Guide
S0386,scam,SMS,impersonation_police,Police Notice: Investigation ongoing. Transfer ₹114917 to avoid arrest.,News reports on UPI scams
S0387,scam,SMS,fake_charity,Charity Drive: Send ₹115874 to support. Quick transfer: http://phonepe-cashback-claim.co,CERT-In advisory
S0388,scam,WhatsApp,overpayment,You have received ₹89. Please send back ₹20894 immediately by approving the UPI request from payshop@upi.,CERT-In advisory
S0389,scam,SMS,fake_loan_fee,Loan approved: ₹98069. Pay ₹1646 to unlock funds via http://lottery-claim-win.in,NPCI Fraud Awareness
S0390,scam,SMS,fake_bill_disconnection,Fiber Net: Payment overdue ₹19774. Pay now: http://axisbank-alerts.net or service suspended.,Razorpay Fake Payment Guide
S0391,scam,SMS,suspicious_login,BOB Alert: Suspicious login detected on your UPI. Cancel transaction here: http://refund-claim.in. Ref: 8617381,CERT-In advisory
S0392,scam,SMS,fake_bank_notice,Kotak Notice: Confirm your details here: http://phonepe-cashback-claim.co.,NPCI Fraud Awareness
S0393,scam,SMS,fake_govt_subsidy,Govt Subsidy credited ₹138708. Claim at http://hdfc-kyc-update.com before deadline.,RBI Cautions
S0394,scam,SMS,vishing_text,Bank Security: We will call to verify. Keep your OTP handy to cancel fraudulent transaction.,Fintech safety blog
S0395,scam,SMS,fake_charity,Urgent Flood Relief: Donate ₹141444 to help victims. Transfer to merchantx@ybl via UPI.,CERT-In advisory
S0396,scam,SMS,impersonation_police,Police Notice: Investigation ongoing. Transfer ₹41320 to avoid arrest.,Razorpay Fake Payment Guide
S0397,scam,WhatsApp,overpayment,You have received ₹205. Please send back ₹1826 immediately by approving the UPI request from shopkeeper@okicici.,CERT-In advisory
S0398,scam,SMS,fake_charity,Urgent Flood Relief: Donate ₹188644 to help victims. Transfer to shopkeeper@okicici via UPI.,Razorpay Fake Payment Guide
S0399,scam,WhatsApp,fake_payment_screenshot,See attached receipt: Transaction ID 5531230. Funds sent.,Razorpay Fake Payment Guide
S0400,scam,WhatsApp,fake_payment_screenshot,Payment done. UPI Ref 2561176. Screenshot attached. Release goods.,NPCI Fraud Awareness
S0401,scam,SMS,fake_govt_subsidy,PMAY Subsidy: ₹174357 approved. Click http://hdfc-kyc-update.com to accept.,Fintech safety blog
