id,label,channel,category,text,pattern_source
2812,scam,WhatsApp,Overpayment,Get free cashback Rs 12710 on UPI. Claim offer: http://upi-verify.in,synthetic_generated
2813,scam,SMS,Fake Loan,"Dear customer, your Axis UPI account will be blocked in 24 hrs. Verify now: http://upi-helpdesk.net",synthetic_generated
2814,scam,SMS,Govt Subsidy,Refund of Rs 24162 is pending. Confirm your UPI ID here: http://refund-portal.org,synthetic_generated
2815,scam,WhatsApp,Govt Subsidy,Your electricity bill Rs 47185 unpaid. Pay now via http://securebanking.co.in to avoid disconnection.,synthetic_generated
2816,scam,SMS,Refund Fraud,Your KYC for Kotak is expiring today. Update now to avoid suspension: http://secure-upi.co.in,synthetic_generated
2817,scam,SMS,Account Block,Pay Rs 3761 penalty to avoid FIR. Complete UPI payment at http://secure-upi.co.in,synthetic_generated
2818,scam,WhatsApp,Account Block,Get free cashback Rs 34651 on UPI. Claim offer: http://secure-upi.co.in,synthetic_generated
2819,scam,WhatsApp,Overpayment,Suspicious login detected on your PNB UPI account. Secure now: http://upi-helpdesk.net,synthetic_generated
2820,scam,WhatsApp,Refund Fraud,PAN KYC verification failed. Update here http://govt-subsidy.in,synthetic_generated
2821,scam,SMS,Refund Fraud,Govt subsidy Rs 33188 credited. Verify UPI ID at http://npci-update.com,synthetic_generated
2822,scam,WhatsApp,Account Block,Get free cashback Rs 29587 on UPI. Claim offer: http://securebanking.co.in,synthetic_generated
2823,scam,SMS,KYC Update,Your electricity bill Rs 29275 unpaid. Pay now via http://securebanking.co.in to avoid disconnection.,synthetic_generated
2824,scam,SMS,Refund Fraud,Your KYC for BOB is expiring today. Update now to avoid suspension: http://securebanking.co.in,synthetic_generated
2825,scam,WhatsApp,Overpayment,Fake receipt generated of Rs 25943. Confirm immediately: http://instant-claim.co,synthetic_generated
2826,scam,WhatsApp,Govt Subsidy,Congratulations! You won Rs 30309 lottery. Claim via UPI now: http://kyc-update.com,synthetic_generated
2827,scam,SMS,KYC Update,Refund of Rs 29226 is pending. Confirm your UPI ID here: http://securebanking.co.in,synthetic_generated
2828,scam,WhatsApp,KYC Update,PAN KYC verification failed. Update here http://npci-update.com,synthetic_generated
2829,scam,WhatsApp,Fake Loan,Pay Rs 27302 penalty to avoid FIR. Complete UPI payment at http://securebanking.co.in,synthetic_generated
2830,scam,SMS,Refund Fraud,Govt subsidy Rs 33101 credited. Verify UPI ID at http://kyc-update.com,synthetic_generated
2831,scam,SMS,Impersonation,Your Axis debit card has been blocked. Click http://refund-portal.org to unblock immediately.,synthetic_generated
2832,scam,WhatsApp,Lottery Scam,Congratulations! You won Rs 39064 lottery. Claim via UPI now: http://instant-claim.co,synthetic_generated
2833,scam,SMS,Impersonation,Suspicious login detected on your PNB UPI account. Secure now: http://npci-update.com,synthetic_generated
2834,scam,WhatsApp,KYC Update,PAN KYC verification failed. Update here http://secure-upi.co.in,synthetic_generated
2835,scam,SMS,Lottery Scam,Your KYC for SBI is expiring today. Update now to avoid suspension: http://securebanking.co.in,synthetic_generated
2836,scam,SMS,KYC Update,Fake receipt generated of Rs 27607. Confirm immediately: http://upi-helpdesk.net,synthetic_generated
2837,scam,WhatsApp,Account Block,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
2838,scam,SMS,Fake Loan,Suspicious login detected on your PNB UPI account. Secure now: http://secure-upi.co.in,synthetic_generated
2839,scam,SMS,Impersonation,Suspicious login detected on your HDFC UPI account. Secure now: http://secure-upi.co.in,synthetic_generated
2840,scam,SMS,Cashback Scam,Get free cashback Rs 11272 on UPI. Claim offer: http://kyc-update.com,synthetic_generated
2841,scam,SMS,Fake Loan,You have received Rs 33633 in your ICICI account. Click http://securebanking.co.in to claim instantly.,synthetic_generated
2842,scam,WhatsApp,Lottery Scam,Suspicious login detected on your Kotak UPI account. Secure now: http://kyc-update.com,synthetic_generated
2843,scam,WhatsApp,Impersonation,PAN KYC verification failed. Update here http://refund-portal.org,synthetic_generated
2844,scam,WhatsApp,KYC Update,Fake receipt generated of Rs 24452. Confirm immediately: http://upi-helpdesk.net,synthetic_generated
2845,scam,WhatsApp,Fake QR,Get free cashback Rs 23739 on UPI. Claim offer: http://upi-helpdesk.net,synthetic_generated
2846,scam,WhatsApp,Impersonation,Suspicious login detected on your SBI UPI account. Secure now: http://govt-subsidy.in,synthetic_generated
2847,scam,WhatsApp,KYC Update,Govt subsidy Rs 17170 credited. Verify UPI ID at http://npci-update.com,synthetic_generated
2848,scam,SMS,Overpayment,Govt subsidy Rs 31221 credited. Verify UPI ID at http://instant-claim.co,synthetic_generated
2849,scam,WhatsApp,Fake QR,You have received Rs 48280 in your PNB account. Click http://refund-portal.org to claim instantly.,synthetic_generated
2850,scam,SMS,Fake Loan,Govt subsidy Rs 35397 credited. Verify UPI ID at http://upi-verify.in,synthetic_generated
2851,scam,SMS,KYC Update,Congratulations! You won Rs 39816 lottery. Claim via UPI now: http://govt-subsidy.in,synthetic_generated
2852,scam,SMS,Fake Loan,Your KYC for HDFC is expiring today. Update now to avoid suspension: http://npci-update.com,synthetic_generated
2853,scam,WhatsApp,Refund Fraud,"Dear customer, your Axis UPI account will be blocked in 24 hrs. Verify now: http://upi-helpdesk.net",synthetic_generated
2854,scam,WhatsApp,Govt Subsidy,You have received Rs 2864 in your Axis account. Click http://refund-portal.org to claim instantly.,synthetic_generated
2855,scam,SMS,Refund Fraud,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
2856,scam,SMS,Lottery Scam,Govt subsidy Rs 11979 credited. Verify UPI ID at http://instant-claim.co,synthetic_generated
2857,scam,SMS,Fake Loan,"Dear customer, your SBI UPI account will be blocked in 24 hrs. Verify now: http://securebanking.co.in",synthetic_generated
2858,scam,WhatsApp,KYC Update,You have received Rs 40104 in your HDFC account. Click http://kyc-update.com to claim instantly.,synthetic_generated
2859,scam,SMS,Impersonation,Pay Rs 40222 penalty to avoid FIR. Complete UPI payment at http://npci-update.com,synthetic_generated
2860,scam,SMS,Lottery Scam,"Dear customer, your Kotak UPI account will be blocked in 24 hrs. Verify now: http://secure-upi.co.in",synthetic_generated
2861,scam,WhatsApp,Govt Subsidy,Fake receipt generated of Rs 4230. Confirm immediately: http://securebanking.co.in,synthetic_generated
2862,scam,WhatsApp,Fake Loan,Your Axis debit card has been blocked. Click http://kyc-update.com to unblock immediately.,synthetic_generated
2863,scam,SMS,Overpayment,Get free cashback Rs 48296 on UPI. Claim offer: http://securebanking.co.in,synthetic_generated
2864,scam,SMS,Fake Loan,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
2865,scam,SMS,Impersonation,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
2866,scam,WhatsApp,KYC Update,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
2867,scam,SMS,Refund Fraud,You have received Rs 22920 in your Axis account. Click http://refund-portal.org to claim instantly.,synthetic_generated
2868,scam,SMS,Fake QR,Govt subsidy Rs 26995 credited. Verify UPI ID at http://upi-verify.in,synthetic_generated
2869,scam,WhatsApp,Govt Subsidy,Your KYC for BOB is expiring today. Update now to avoid suspension: http://upi-verify.in,synthetic_generated
2870,scam,WhatsApp,Account Block,Loan approved Rs 46504. Pay processing fee Rs 500 at http://upi-verify.in,synthetic_generated
2871,scam,WhatsApp,Overpayment,Fake receipt generated of Rs 8307. Confirm immediately: http://upi-helpdesk.net,synthetic_generated
2872,scam,SMS,Overpayment,Suspicious login detected on your ICICI UPI account. Secure now: http://npci-update.com,synthetic_generated
2873,scam,SMS,Govt Subsidy,Your electricity bill Rs 31630 unpaid. Pay now via http://secure-upi.co.in to avoid disconnection.,synthetic_generated
2874,scam,WhatsApp,Refund Fraud,Suspicious login detected on your Axis UPI account. Secure now: http://npci-update.com,synthetic_generated
2875,scam,WhatsApp,Account Block,Your KYC for Kotak is expiring today. Update now to avoid suspension: http://govt-subsidy.in,synthetic_generated
2876,scam,WhatsApp,Cashback Scam,Pay Rs 37849 penalty to avoid FIR. Complete UPI payment at http://instant-claim.co,synthetic_generated
2877,scam,SMS,Lottery Scam,Pay Rs 48452 penalty to avoid FIR. Complete UPI payment at http://upi-verify.in,synthetic_generated
2878,scam,SMS,Refund Fraud,You have received Rs 36376 in your BOB account. Click http://refund-portal.org to claim instantly.,synthetic_generated
2879,scam,SMS,Cashback Scam,Refund of Rs 26445 is pending. Confirm your UPI ID here: http://securebanking.co.in,synthetic_generated
2880,scam,WhatsApp,Govt Subsidy,Fake receipt generated of Rs 8545. Confirm immediately: http://instant-claim.co,synthetic_generated
2881,scam,WhatsApp,Cashback Scam,Fake receipt generated of Rs 13868. Confirm immediately: http://instant-claim.co,synthetic_generated
2882,scam,WhatsApp,Refund Fraud,Get free cashback Rs 25583 on UPI. Claim offer: http://secure-upi.co.in,synthetic_generated
2883,scam,WhatsApp,Govt Subsidy,PAN KYC verification failed. Update here http://instant-claim.co,synthetic_generated
2884,scam,WhatsApp,Cashback Scam,"Dear customer, your SBI UPI account will be blocked in 24 hrs. Verify now: http://kyc-update.com",synthetic_generated
2885,scam,WhatsApp,Cashback Scam,Refund of Rs 3292 is pending. Confirm your UPI ID here: http://npci-update.com,synthetic_generated
2886,scam,WhatsApp,Fake QR,You have received Rs 5685 in your SBI account. Click http://instant-claim.co to claim instantly.,synthetic_generated
2887,scam,WhatsApp,Refund Fraud,Refund of Rs 31969 is pending. Confirm your UPI ID here: http://secure-upi.co.in,synthetic_generated
2888,scam,SMS,KYC Update,Loan approved Rs 38983. Pay processing fee Rs 500 at http://kyc-update.com,synthetic_generated
2889,scam,SMS,Lottery Scam,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
2890,scam,SMS,Fake QR,Congratulations! You won Rs 49852 lottery. Claim via UPI now: http://kyc-update.com,synthetic_generated
2891,scam,WhatsApp,KYC Update,Fake receipt generated of Rs 5612. Confirm immediately: http://upi-helpdesk.net,synthetic_generated
2892,scam,WhatsApp,KYC Update,Fake receipt generated of Rs 25777. Confirm immediately: http://upi-verify.in,synthetic_generated
2893,scam,SMS,Lottery Scam,PAN KYC verification failed. Update here http://upi-verify.in,synthetic_generated
2894,scam,WhatsApp,Account Block,"Dear customer, your BOB UPI account will be blocked in 24 hrs. Verify now: http://npci-update.com",synthetic_generated
2895,scam,SMS,Overpayment,Pay Rs 9181 penalty to avoid FIR. Complete UPI payment at http://secure-upi.co.in,synthetic_generated
2896,scam,WhatsApp,Refund Fraud,Loan approved Rs 3232. Pay processing fee Rs 500 at http://govt-subsidy.in,synthetic_generated
2897,scam,SMS,Fake QR,Your electricity bill Rs 20948 unpaid. Pay now via http://kyc-update.com to avoid disconnection.,synthetic_generated
2898,scam,WhatsApp,Cashback Scam,Refund of Rs 17106 is pending. Confirm your UPI ID here: http://securebanking.co.in,synthetic_generated
2899,scam,WhatsApp,Impersonation,Congratulations! You won Rs 39359 lottery. Claim via UPI now: http://securebanking.co.in,synthetic_generated
2900,scam,WhatsApp,Account Block,Suspicious login detected on your BOB UPI account. Secure now: http://upi-helpdesk.net,synthetic_generated
2901,scam,WhatsApp,Fake Loan,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
2902,scam,WhatsApp,Refund Fraud,Your KYC for PNB is expiring today. Update now to avoid suspension: http://securebanking.co.in,synthetic_generated
2903,scam,WhatsApp,Govt Subsidy,Your electricity bill Rs 4138 unpaid. Pay now via http://securebanking.co.in to avoid disconnection.,synthetic_generated
2904,scam,WhatsApp,Fake QR,Suspicious login detected on your ICICI UPI account. Secure now: http://govt-subsidy.in,synthetic_generated
2905,scam,SMS,Overpayment,Govt subsidy Rs 46365 credited. Verify UPI ID at http://npci-update.com,synthetic_generated
2906,scam,WhatsApp,KYC Update,Refund of Rs 33705 is pending. Confirm your UPI ID here: http://instant-claim.co,synthetic_generated
2907,scam,WhatsApp,KYC Update,Your KYC for Kotak is expiring today. Update now to avoid suspension: http://kyc-update.com,synthetic_generated
2908,scam,WhatsApp,Account Block,PAN KYC verification failed. Update here http://refund-portal.org,synthetic_generated
2909,scam,WhatsApp,Fake Loan,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
2910,scam,SMS,Cashback Scam,Congratulations! You won Rs 18059 lottery. Claim via UPI now: http://securebanking.co.in,synthetic_generated
2911,scam,WhatsApp,Account Block,Pay Rs 41531 penalty to avoid FIR. Complete UPI payment at http://govt-subsidy.in,synthetic_generated
2912,scam,SMS,Impersonation,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
2913,scam,SMS,Refund Fraud,Fake receipt generated of Rs 17002. Confirm immediately: http://upi-helpdesk.net,synthetic_generated
2914,scam,SMS,Overpayment,Your Kotak debit card has been blocked. Click http://securebanking.co.in to unblock immediately.,synthetic_generated
2915,scam,SMS,Cashback Scam,Your electricity bill Rs 11226 unpaid. Pay now via http://refund-portal.org to avoid disconnection.,synthetic_generated
2916,scam,WhatsApp,Cashback Scam,Refund of Rs 37371 is pending. Confirm your UPI ID here: http://govt-subsidy.in,synthetic_generated
2917,scam,SMS,Govt Subsidy,Congratulations! You won Rs 21826 lottery. Claim via UPI now: http://upi-verify.in,synthetic_generated
2918,scam,WhatsApp,Govt Subsidy,Suspicious login detected on your PNB UPI account. Secure now: http://securebanking.co.in,synthetic_generated
2919,scam,SMS,Overpayment,Pay Rs 1063 penalty to avoid FIR. Complete UPI payment at http://instant-claim.co,synthetic_generated
2920,scam,WhatsApp,Fake Loan,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
2921,scam,SMS,Refund Fraud,Get free cashback Rs 18913 on UPI. Claim offer: http://upi-helpdesk.net,synthetic_generated
2922,scam,SMS,Impersonation,Congratulations! You won Rs 42716 lottery. Claim via UPI now: http://instant-claim.co,synthetic_generated
2923,scam,SMS,Lottery Scam,Refund of Rs 36473 is pending. Confirm your UPI ID here: http://kyc-update.com,synthetic_generated
2924,scam,WhatsApp,Overpayment,Your electricity bill Rs 20030 unpaid. Pay now via http://securebanking.co.in to avoid disconnection.,synthetic_generated
2925,scam,WhatsApp,Refund Fraud,Fake receipt generated of Rs 9708. Confirm immediately: http://npci-update.com,synthetic_generated
2926,scam,SMS,Account Block,Fake receipt generated of Rs 13405. Confirm immediately: http://upi-verify.in,synthetic_generated
2927,scam,SMS,Account Block,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
2928,scam,WhatsApp,Fake QR,Your ICICI debit card has been blocked. Click http://kyc-update.com to unblock immediately.,synthetic_generated
2929,scam,WhatsApp,Fake QR,Congratulations! You won Rs 38298 lottery. Claim via UPI now: http://kyc-update.com,synthetic_generated
2930,scam,SMS,KYC Update,Fake receipt generated of Rs 45872. Confirm immediately: http://upi-verify.in,synthetic_generated
2931,scam,SMS,Account Block,Your SBI debit card has been blocked. Click http://instant-claim.co to unblock immediately.,synthetic_generated
2932,scam,SMS,Fake Loan,Your KYC for Kotak is expiring today. Update now to avoid suspension: http://refund-portal.org,synthetic_generated
2933,scam,WhatsApp,Impersonation,Get free cashback Rs 32990 on UPI. Claim offer: http://secure-upi.co.in,synthetic_generated
2934,scam,WhatsApp,Fake Loan,Govt subsidy Rs 48802 credited. Verify UPI ID at http://instant-claim.co,synthetic_generated
2935,scam,WhatsApp,Account Block,Get free cashback Rs 48365 on UPI. Claim offer: http://instant-claim.co,synthetic_generated
2936,scam,WhatsApp,Lottery Scam,Fake receipt generated of Rs 49355. Confirm immediately: http://upi-verify.in,synthetic_generated
2937,scam,WhatsApp,Account Block,Your Kotak debit card has been blocked. Click http://kyc-update.com to unblock immediately.,synthetic_generated
2938,scam,SMS,Fake Loan,Pay Rs 45765 penalty to avoid FIR. Complete UPI payment at http://instant-claim.co,synthetic_generated
2939,scam,WhatsApp,Refund Fraud,Your KYC for HDFC is expiring today. Update now to avoid suspension: http://upi-verify.in,synthetic_generated
2940,scam,SMS,Govt Subsidy,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
2941,scam,SMS,Account Block,Congratulations! You won Rs 49652 lottery. Claim via UPI now: http://upi-verify.in,synthetic_generated
2942,scam,SMS,KYC Update,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
2943,scam,WhatsApp,Govt Subsidy,Loan approved Rs 45816. Pay processing fee Rs 500 at http://upi-verify.in,synthetic_generated
2944,scam,WhatsApp,Fake Loan,Your electricity bill Rs 16414 unpaid. Pay now via http://securebanking.co.in to avoid disconnection.,synthetic_generated
2945,scam,SMS,KYC Update,PAN KYC verification failed. Update here http://kyc-update.com,synthetic_generated
2946,scam,SMS,Account Block,Get free cashback Rs 43282 on UPI. Claim offer: http://govt-subsidy.in,synthetic_generated
2947,scam,SMS,Fake QR,Refund of Rs 36702 is pending. Confirm your UPI ID here: http://secure-upi.co.in,synthetic_generated
2948,scam,WhatsApp,Fake Loan,Your SBI debit card has been blocked. Click http://govt-subsidy.in to unblock immediately.,synthetic_generated
2949,scam,SMS,Fake QR,You have received Rs 34044 in your BOB account. Click http://secure-upi.co.in to claim instantly.,synthetic_generated
2950,scam,WhatsApp,Overpayment,Pay Rs 7268 penalty to avoid FIR. Complete UPI payment at http://govt-subsidy.in,synthetic_generated
2951,scam,SMS,Govt Subsidy,Your electricity bill Rs 34150 unpaid. Pay now via http://upi-helpdesk.net to avoid disconnection.,synthetic_generated
2952,scam,WhatsApp,Cashback Scam,Govt subsidy Rs 38525 credited. Verify UPI ID at http://refund-portal.org,synthetic_generated
2953,scam,WhatsApp,Account Block,PAN KYC verification failed. Update here http://upi-verify.in,synthetic_generated
2954,scam,SMS,Govt Subsidy,Your KYC for BOB is expiring today. Update now to avoid suspension: http://instant-claim.co,synthetic_generated
2955,scam,WhatsApp,Fake QR,Your HDFC debit card has been blocked. Click http://secure-upi.co.in to unblock immediately.,synthetic_generated
2956,scam,SMS,KYC Update,Get free cashback Rs 41639 on UPI. Claim offer: http://npci-update.com,synthetic_generated
2957,scam,WhatsApp,Account Block,Loan approved Rs 5930. Pay processing fee Rs 500 at http://refund-portal.org,synthetic_generated
2958,scam,SMS,Lottery Scam,"Dear customer, your PNB UPI account will be blocked in 24 hrs. Verify now: http://securebanking.co.in",synthetic_generated
2959,scam,SMS,Cashback Scam,Suspicious login detected on your PNB UPI account. Secure now: http://upi-verify.in,synthetic_generated
2960,scam,WhatsApp,Lottery Scam,Refund of Rs 41180 is pending. Confirm your UPI ID here: http://upi-verify.in,synthetic_generated
2961,scam,SMS,Fake Loan,Suspicious login detected on your Axis UPI account. Secure now: http://npci-update.com,synthetic_generated
2962,scam,WhatsApp,Account Block,Congratulations! You won Rs 22163 lottery. Claim via UPI now: http://upi-helpdesk.net,synthetic_generated
2963,scam,WhatsApp,Fake QR,Your Axis debit card has been blocked. Click http://instant-claim.co to unblock immediately.,synthetic_generated
2964,scam,SMS,Overpayment,Govt subsidy Rs 9807 credited. Verify UPI ID at http://securebanking.co.in,synthetic_generated
2965,scam,WhatsApp,Fake QR,Get free cashback Rs 16478 on UPI. Claim offer: http://securebanking.co.in,synthetic_generated
2966,scam,WhatsApp,Impersonation,Pay Rs 39237 penalty to avoid FIR. Complete UPI payment at http://refund-portal.org,synthetic_generated
2967,scam,WhatsApp,Account Block,Your electricity bill Rs 35242 unpaid. Pay now via http://upi-verify.in to avoid disconnection.,synthetic_generated
2968,scam,SMS,Impersonation,Your electricity bill Rs 46483 unpaid. Pay now via http://govt-subsidy.in to avoid disconnection.,synthetic_generated
2969,scam,WhatsApp,KYC Update,You have received Rs 32245 in your PNB account. Click http://npci-update.com to claim instantly.,synthetic_generated
2970,scam,WhatsApp,KYC Update,Pay Rs 4745 penalty to avoid FIR. Complete UPI payment at http://npci-update.com,synthetic_generated
2971,scam,SMS,Impersonation,Govt subsidy Rs 24867 credited. Verify UPI ID at http://kyc-update.com,synthetic_generated
2972,scam,WhatsApp,Account Block,"Dear customer, your Kotak UPI account will be blocked in 24 hrs. Verify now: http://secure-upi.co.in",synthetic_generated
2973,scam,WhatsApp,Govt Subsidy,PAN KYC verification failed. Update here http://instant-claim.co,synthetic_generated
2974,scam,SMS,Impersonation,Get free cashback Rs 38863 on UPI. Claim offer: http://upi-verify.in,synthetic_generated
2975,scam,SMS,Cashback Scam,Pay Rs 24271 penalty to avoid FIR. Complete UPI payment at http://refund-portal.org,synthetic_generated
2976,scam,SMS,Fake QR,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
2977,scam,WhatsApp,Fake QR,Get free cashback Rs 32358 on UPI. Claim offer: http://govt-subsidy.in,synthetic_generated
2978,scam,SMS,Cashback Scam,Your KYC for PNB is expiring today. Update now to avoid suspension: http://refund-portal.org,synthetic_generated
2979,scam,SMS,Fake Loan,Refund of Rs 37746 is pending. Confirm your UPI ID here: http://upi-helpdesk.net,synthetic_generated
2980,scam,WhatsApp,Govt Subsidy,Pay Rs 28025 penalty to avoid FIR. Complete UPI payment at http://refund-portal.org,synthetic_generated
2981,scam,SMS,Overpayment,You have received Rs 31969 in your PNB account. Click http://npci-update.com to claim instantly.,synthetic_generated
2982,scam,SMS,Impersonation,Congratulations! You won Rs 6415 lottery. Claim via UPI now: http://kyc-update.com,synthetic_generated
2983,scam,SMS,Lottery Scam,Refund of Rs 41097 is pending. Confirm your UPI ID here: http://npci-update.com,synthetic_generated
2984,scam,WhatsApp,Refund Fraud,Pay Rs 37630 penalty to avoid FIR. Complete UPI payment at http://govt-subsidy.in,synthetic_generated
2985,scam,SMS,Fake QR,Refund of Rs 31474 is pending. Confirm your UPI ID here: http://instant-claim.co,synthetic_generated
2986,scam,SMS,Fake Loan,Your KYC for BOB is expiring today. Update now to avoid suspension: http://kyc-update.com,synthetic_generated
2987,scam,SMS,Cashback Scam,Loan approved Rs 9071. Pay processing fee Rs 500 at http://npci-update.com,synthetic_generated
2988,scam,WhatsApp,Refund Fraud,Congratulations! You won Rs 40854 lottery. Claim via UPI now: http://instant-claim.co,synthetic_generated
2989,scam,WhatsApp,Lottery Scam,Refund of Rs 890 is pending. Confirm your UPI ID here: http://securebanking.co.in,synthetic_generated
2990,scam,SMS,Cashback Scam,PAN KYC verification failed. Update here http://npci-update.com,synthetic_generated
2991,scam,WhatsApp,Fake QR,Fake receipt generated of Rs 34088. Confirm immediately: http://upi-helpdesk.net,synthetic_generated
2992,scam,WhatsApp,Fake QR,Congratulations! You won Rs 23038 lottery. Claim via UPI now: http://kyc-update.com,synthetic_generated
2993,scam,WhatsApp,Fake Loan,"Dear customer, your BOB UPI account will be blocked in 24 hrs. Verify now: http://refund-portal.org",synthetic_generated
2994,scam,SMS,Account Block,PAN KYC verification failed. Update here http://securebanking.co.in,synthetic_generated
2995,scam,SMS,Govt Subsidy,Your PNB debit card has been blocked. Click http://secure-upi.co.in to unblock immediately.,synthetic_generated
2996,scam,WhatsApp,Govt Subsidy,Loan approved Rs 7568. Pay processing fee Rs 500 at http://upi-helpdesk.net,synthetic_generated
2997,scam,WhatsApp,Refund Fraud,Suspicious login detected on your Axis UPI account. Secure now: http://upi-verify.in,synthetic_generated
2998,scam,WhatsApp,Account Block,Pay Rs 2726 penalty to avoid FIR. Complete UPI payment at http://instant-claim.co,synthetic_generated
2999,scam,WhatsApp,Impersonation,Your electricity bill Rs 28885 unpaid. Pay now via http://kyc-update.com to avoid disconnection.,synthetic_generated
3000,scam,WhatsApp,Lottery Scam,Your electricity bill Rs 33667 unpaid. Pay now via http://govt-subsidy.in to avoid disconnection.,synthetic_generated
3001,scam,SMS,KYC Update,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
3002,scam,SMS,KYC Update,Get free cashback Rs 30656 on UPI. Claim offer: http://securebanking.co.in,synthetic_generated
3003,scam,WhatsApp,Refund Fraud,Get free cashback Rs 9985 on UPI. Claim offer: http://refund-portal.org,synthetic_generated
3004,scam,WhatsApp,Govt Subsidy,PAN KYC verification failed. Update here http://upi-verify.in,synthetic_generated
3005,scam,SMS,Fake QR,Congratulations! You won Rs 36313 lottery. Claim via UPI now: http://npci-update.com,synthetic_generated
3006,scam,SMS,Fake Loan,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
3007,scam,SMS,Fake QR,Loan approved Rs 3566. Pay processing fee Rs 500 at http://kyc-update.com,synthetic_generated
3008,scam,WhatsApp,Refund Fraud,Loan approved Rs 30954. Pay processing fee Rs 500 at http://govt-subsidy.in,synthetic_generated
3009,scam,WhatsApp,Lottery Scam,Get free cashback Rs 19839 on UPI. Claim offer: http://instant-claim.co,synthetic_generated
3010,scam,WhatsApp,Impersonation,Pay Rs 3583 penalty to avoid FIR. Complete UPI payment at http://securebanking.co.in,synthetic_generated
3011,scam,SMS,Govt Subsidy,You have received Rs 40149 in your Axis account. Click http://upi-helpdesk.net to claim instantly.,synthetic_generated
3012,scam,WhatsApp,Refund Fraud,Your electricity bill Rs 17445 unpaid. Pay now via http://securebanking.co.in to avoid disconnection.,synthetic_generated
3013,scam,WhatsApp,Lottery Scam,Loan approved Rs 44205. Pay processing fee Rs 500 at http://upi-helpdesk.net,synthetic_generated
3014,scam,SMS,Lottery Scam,Loan approved Rs 42574. Pay processing fee Rs 500 at http://secure-upi.co.in,synthetic_generated
3015,scam,SMS,Lottery Scam,Fake receipt generated of Rs 37636. Confirm immediately: http://npci-update.com,synthetic_generated
3016,scam,SMS,Impersonation,Your KYC for PNB is expiring today. Update now to avoid suspension: http://govt-subsidy.in,synthetic_generated
3017,scam,SMS,Refund Fraud,Get free cashback Rs 5126 on UPI. Claim offer: http://npci-update.com,synthetic_generated
3018,scam,WhatsApp,Refund Fraud,Your KYC for BOB is expiring today. Update now to avoid suspension: http://refund-portal.org,synthetic_generated
3019,scam,SMS,KYC Update,Loan approved Rs 6009. Pay processing fee Rs 500 at http://govt-subsidy.in,synthetic_generated
3020,scam,WhatsApp,Impersonation,Pay Rs 7972 penalty to avoid FIR. Complete UPI payment at http://kyc-update.com,synthetic_generated
3021,scam,WhatsApp,Fake QR,Refund of Rs 17802 is pending. Confirm your UPI ID here: http://secure-upi.co.in,synthetic_generated
3022,scam,SMS,Refund Fraud,Govt subsidy Rs 32440 credited. Verify UPI ID at http://securebanking.co.in,synthetic_generated
3023,scam,SMS,Lottery Scam,PAN KYC verification failed. Update here http://securebanking.co.in,synthetic_generated
3024,scam,WhatsApp,Refund Fraud,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
3025,scam,WhatsApp,Lottery Scam,PAN KYC verification failed. Update here http://instant-claim.co,synthetic_generated
3026,scam,SMS,Refund Fraud,Govt subsidy Rs 855 credited. Verify UPI ID at http://instant-claim.co,synthetic_generated
3027,scam,SMS,Fake QR,Pay Rs 36158 penalty to avoid FIR. Complete UPI payment at http://instant-claim.co,synthetic_generated
3028,scam,WhatsApp,Cashback Scam,Congratulations! You won Rs 13285 lottery. Claim via UPI now: http://npci-update.com,synthetic_generated
3029,scam,SMS,KYC Update,Govt subsidy Rs 44426 credited. Verify UPI ID at http://govt-subsidy.in,synthetic_generated
3030,scam,WhatsApp,Refund Fraud,Loan approved Rs 25412. Pay processing fee Rs 500 at http://refund-portal.org,synthetic_generated
3031,scam,SMS,Overpayment,Suspicious login detected on your BOB UPI account. Secure now: http://govt-subsidy.in,synthetic_generated
3032,scam,SMS,Overpayment,Loan approved Rs 39056. Pay processing fee Rs 500 at http://secure-upi.co.in,synthetic_generated
3033,scam,WhatsApp,Refund Fraud,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
3034,scam,WhatsApp,Lottery Scam,Refund of Rs 44567 is pending. Confirm your UPI ID here: http://upi-helpdesk.net,synthetic_generated
3035,scam,WhatsApp,KYC Update,Your UPI account is under verification. Provide OTP to continue.,synthetic_generated
3036,scam,WhatsApp,Fake QR,Your electricity bill Rs 18221 unpaid. Pay now via http://govt-subsidy.in to avoid disconnection.,synthetic_generated
